tweet,sentiment
"Europoseł # PiS # Warszawa : od tydzień rozmawiać Polak mówić jaki stawka nadchodzących wybory . ten stawka dotyczyć wolność każdy my . każdy prawo własny wybór dokonywać decyzja , # PO # Trzaskowski chcieć …",neutral
"rzecznik # PiS # Warszawa : ostatnio mieć być konferencja dotyczyć rzeczywisty program temat budżet państwo zamiar # PO . mówią wprost , należeć podnosić podatek , stopa procentowy - skutkować katastrofalny skutek milion obywatel w …",negative
"pan Tomasz , Szymon Hołownia znany płaczka opozycja odbiegać . Jesteście mocno zdesperować , wchodzić buciór PiS'u obiecuć popadnie . populizm rozpacz powód swój bezsilność ... ideowo pustka !",negative
"niby chcecie pokonać PiS robić odwrotnie . niby chcecie zdobyć władza robić patrzeć . wy chcecie "" języczk waga "" brać odpowiedzialność . i NIBY realny wybór ?",negative
mój PSIAPSI # rasistka fatszejminugje literka ? ? ! ? ! nie DORZECZNOŚĆ . POWIEDZIAŁA ŻE TE LITERKI SĄ GURBASAMI ! ! ! ! ! ! ! Maj stasko zawiadomiona # Cancelhancza # Succession # shakira # AustralianGP # Ukraine # Kaczyński # dzienjakcodzien # pis,negative
"bo wyborca opozycja zdać sprawa to , PiS przygotować "" wydrukować "" wybory .",neutral
"okazywać , Kościele poprzeć marsz PiS ! zaczynać . . .",neutral
"narzekaeć , jedyny program PO "" anty PIS "" , robić dokładnie sam . wszystek konferencja "" anty PO "" , sam spotkanie wyborca - głosuć PIS , Tusk to . . .",negative
i działać państwo PiS # mafiaPiS,negative
bandziorno rebelio ! kochać NadPrezesa Tylko PIS Dobry dzień # KACZYSTAN,positive
"PIS obawiać więzienie odpowiedzialność , noc uchwalić Ustawa 100 300 - setnej strona zaszyć punkt , zagwarantować bezkarność różny dziwny ustawa . on kraść zgodnie prawo ! ( własny ) opozycja wyłapać zapis ! !",negative
"czy wartość chrześcijański nienawiść , chciwość , kłamstwo kradzież ? jakby JP II żyć chcieć by mieć komuna PiS wspólny .",negative
"scenariusz reżyseria : J Kaczynski . wykonać : "" mlodziezowka PiS """,neutral
ankieta wybory PiS po każdy słaby beznadziejny,neutral
"Sasza , Moskwa archiwa zamknięty . oj boicie prawda , pis sprawiedliwość . ?",negative
"rozumieć , straszyć , mój opinia perspektywa PiS słaby . nie dać rządzić przeciwko 70 % społeczeństwo , juntą wojskowy siłowy wsparcie zewnątrz .",negative
czyli PiS wygrać sfałszować . jak PiS przegra cacy . coś pokręcić być ?,negative
Powinno pis + kolega PO lewica psl = się drożyzna razem glosować być lockdawn zamykać firma zamykać ludzie wdomach spierdalać melepeto hipokryto Zagłosuje konfe złość,negative
codziennie godzina rozprawiać relacja polski niemiecki znać charakter skala relacja handlowy ? PiS walczyć niemiecki inwestycja koszt polski pracownik robić żeby być zostać kraj tanio siła roboczy .,neutral
"nie lewak , przeszkadzać LGBT , 2 % społeczeństwo , grzać ? co ty obchodzić życie ? nie mieć swój ? Odnoszę to , nasz ciemnogroda gospodarka jaki być , pomimo , PiS podawać prawica",negative
"nie dadzą odpiłować dawno opiłować oszust złodziei mafia PiS , SP KK .",negative
"na szczęście człowiek sztuczny , rozdmuchiwać PiS , ideologiczny "" wojna "" , nos . i smutno , doro …",negative
no dolecieć ;) ale PiS nikt byl !,neutral
"do pora zrobić temat pedofić KK Polska zrobiyć . nie Dziwić udostępnić archiwo kuri krakowski pokazać jaki prawda . co bać ? Prawdy ? to pis propaganda sieć nienawiść dzielić Polak , debil jacyś Ciebie komunista .",negative
Marsz obrona prawda przeciw reportaż ujawniać prawda JP2 . nie Polska PiS możliwy . . . ... tak swój droga nigdzie widzieć być Dziwisz . . .,negative
"rząd PiS bezczelnie nieuprawniić wykorzystywać publiczny , obecnie reżimowy TV kłamstwo stać gospodarka kan …",negative
"Wg 75 % procent Polak TVPInfo wiarygodny rzetelny źródło informacja . 25 % wyborca PiS . co ciekawy , członek PiS uważać TVPInfo chłam",neutral
"PiS pasterz . i choćbym kroczyć ciemny dolina , kłamstwo ulęknę . /ewangelia Mateusz Morawiecki , list do …",negative
"i sukces PiS . a być niekompetentny , być kraść , willa rozdawać , on napisać ? a spróbować zamknąć usta . a udać ? to wzbudzić przekonanie suweren klamią . . . coś historia przypominać .",negative
nie wypowiadać sprawa reportaż . nawet widzieć być . nie popierać kłamstwo pytać chcecie kłamstwo obnażyć ? marszami ? w dzisiejszy świat twarz rzucić dowód przegrać pozycja .,negative
"a zgodnie nauk JPII , oskarżać ktoś niszczyć pomnik dowód wina ? a dowód niepotrzebny ? wszak zniszczić pomnik pięknie wpisywać sue narracja konieczność obrona JPII a prowokacja ?",negative
"nie czas dawać żółty kartka Platformie dać czerwony kartka PiSowi . a opozycja pójść wybory rozproszyć powstać rząd PiS - Konf , PiS dostać żółty kartka wart ostrzeżenie",negative
"no akurat prawda . w znaczny część pis korzystać to , wypracować po .",neutral
Hmmm pewnie PiS totalny opozycja łamać zapis konstytucja potęga . . . .,negative
PIS dobrze wychodzić polowanie nagonka . niestety człowiek Polska ogłupić .,negative
"w 2015 nikt naprawdę wierzyć , PiS wygrać wybory ( choć pewnie wierzyć , zdobyć samodzielny większość ) , głos Nowoczesną swój rodzaj żółty kartka PO . dziś być inny miejsce 8 rok rząd PiS .",negative
"Normalni człowiek oburzony wała przekręte mafia PiS SP pospolity złodziejstwo partia , jakimiś ciastko .",negative
"PiS drenować kieszenia dzisiaj spółka Państwowy wykazywać rekordowy zysk orlen 36 miliard zysk dlaczego ? kiedy rządzić kolacja POPSL Orlen zarabiać średnio 23 gr litrze , 1 złoty Obajtek wprowadzić 4 5 - krotnie wyższą marże stąd brać inflacja # KACZYSTAN",negative
Onet odlatywać mocno TVP . podobny poziom . a przegoniłes 8 rok rząd PiS Tusk daleko funkcjonować,negative
tak starość I nawiść . starać baba robić dziadka zwrócić uwaga . serio . żeby glupota elektorat PO mogla fruwać niebo czarny . w tło nienawiść lubić PIS ? bo i już . ? !,negative
"w związek masowy poparcie marsz polityk PiS ( a organizacja ) , postawić teze marsze wykorzystywać politycznie . który partia polityczny bardzo zyskywać sprawa JP2 ? kto móc wpływać wykreowanie ? kto zyskiwać atak pomnik ?",neutral
jak PO chcieć acta wprowadzić chronić prawo autorski pół Polska wyjść ulica . jak PiS zacząć telefon pegasusem wchodzić . . . cisza ! więc spodziew tłum sfałszować wybory . sam pójść .,negative
"jak wyprosić modlitwa usunąć PiS życie publiczny ? do kto modlić czyj wstawiennictwo , ażeby PiS zniknąć możliwie szybko ?",negative
"tzn . , PiS policja brać udział zniszczeć pomnik papież , by partia PiS móc użyć argument , …",neutral
większość parlamentarny większość arytmetyczny . Wróć podstawówka dowieć jaki różnica . PiS poparcie 1/3 społeczeństwo tyle . Jesteście mniejszość narzucającą wola większość .,neutral
Widzisz Grzesiu 8 rok papież debata publiczny występować . jedyny wyjątek sytuacja opozycyjny przygłup postanowić zniszczyć pomnik pójść siedzieć . za temat wkurwiać człowiek dziękuj TVN .,negative
"Największym błąd PIS naprawiać rura oczyszczalnia wprowadzić W - wy komisarz . teraz dupczoka obwozić zbawienie lewacki , świętość nieskalać mądrość .",negative
dzięki awanturujący ulica pomnik motłoch szykować kolejny kadencja PiS .,positive
"czyli sprowadzić b . papieza poziom zabawka McDonald'a obraza uczuco religijny warunek , bezczesci pamiec Wojtyly PIS ? jakby Trzaskowski zrobil byloby wycie konca .",negative
"PiS odnieść niezaprzeczalny sukces . szczujnia wmówić prosty człowiek , DT , KO , wybork źl walić bezkarnie , przekonać "" prawda "" lider , większość dziennikarz niektóry autorytet .",positive
morda kolega pis . obywatel twarz .,negative
dobry pytanie . czy wiedzieć PiS sondować wynik wybory UE zatrzymać wszelki środki Polska . czyli co …,neutral
"# kaczastrofać bliski , pisać Roman Giertych .I zgadzać ..... byt kształtować świadomość .... a byt marniutka , oj marniutek oko suweren otwierać .Jak otworzyć koniec , suweren zobaczyć widzieć 8 rok pis out . . . . .",negative
PIS zrobil pokażyć program 45 %,neutral
"ja powtarzać : PiS wierzyć żaden wojna zakupy wybory . gdyby PiS wierzyć wojna Błaszczak konferencjach być by blady ściana ręka trzęsły . ten człowiek najgorszy sen przewidywać , zawiadywać prawdziwy armia .",negative
"brat Szymczyk , szef # GangPolicja , główny podejrzany sprawa milionowy wyłudzenie podatek VAT . ha …",negative
"no czekać dzialać policja . a odnaleźć sprawca wandalizm , znaczyć , nieudolny . a odpowiadać minister Kaminski rząd PiS . czyli Ziobro również . milego dzień .",neutral
"a człowiek chcieć pokonać PiS ? bo niby co , kochać okłamywać tusk . Znudziły pieniądz otrzymać PiS chcieć banda platfons zabrać ? a marzyć to , pracować śmierć micha zupa ? Tobie lisie dawno dekl pizdło .",negative
dziwie „ Barki ” zaśpiewać Zenek Martyniuk „ Bajerfull ” zaraz „ majteczkach Kropeczki ” . ten kretyński PiS wierzyć Król Midas . tymczasem co dotknąć zamieniajà … gówno .,negative
to nazwisko podacie pis przejść Hołownia . . ? ? Czyste bzdet przypadek . . . on wyciągać człowiek opozycja demokratyczny . . teraz odejść przeprosić . . .,negative
dzięki człowiek zamieścić być flaga Ukraina swój profil . zgodnie chcieć PiS,neutral
na wpływ późno PiS płakać . Taką kandydatka móc by promować zacząć . zmiana wizerunek tez .,negative
"Robert , czymże reportaż TVN książka overbeekać gra emocjo ? przecież mieć wykazać wina papież , zwyczajnie świat zmanipulować dostępny materiał . nie popieraj kłamstwo mieć uzasadnić wcześnie wysuniętą teza .",negative
"przykład PiS ukraść pieniądz . stracić być nadzieja napisać , setka pytanie zadać być nikt odpowiedzieć podać przykład ...",neutral
"przeczytać być PiS , wychodzić .",neutral
pań pączek widocznie doczytać : Skumulowana inflacja początek rząd PiS wynieść 45 % # Kaczastrof,neutral
jak zwykle sam pluć JP2 zawalać PIS hipokryt,negative
skąd znać . ten propaganda pis,negative
"optymizm Morawiecki nieuprawniić groźny uwidocznia , że pis wyciągać wniosek . gdyby ni …",neutral
"no robić problem , Policjant kolejny kadencja PiS dramat policja . policjant wstydzić dziać . Normalni policjant . to mówić kuluara .",negative
"optymizm Morawiecki nieuprawniić groźny uwidocznia , że pis wyciągać wniosek . gdyby dać boże wygrać oznaczać , brnąć daleko idiotyczny polityka ! ! !",negative
Rządząca antypolski partia PiS zniszczyć Lech Wałęsa niszczyć Karol Wojtyłę papież . partia PiS rozdawać pieniądz obcy Zbrodniczej organizacja sekta katolski okradać Polska Polka Polak własny cel urna wyborczy,negative
a akademia . PiS znaleźć swój kolaborant .,neutral
"jeśli wogole dojść wybory rok . po ofensywa Ukraińców dojść zaskakujący wniosek PiS ogłosić stań wojenny . wystarczyć , że sondaż spadną . KO partia b podniecać wybory . Śmieszą pyskować zarzut drugi . nie myśleć daleko",negative
a rozumieć opozycja przegra szykować narracja pis sfałszować napewno .,negative
"powiedzieć tak . PiS wkurwiać , inwestycja plan przemawiać . szkoda ileśtam rok .",negative
mieć zadanie - odsunąć PiS władza ! # DrogaNiedzielaPiS,neutral
"za czas PO - PSL polski wyjechać 3 milion młody człowiek , przyrost naturalny , głąbie . o rok prowadzić biznes , czas PiS kurs waluta PLN bardzo stabilny . kwota inwestycja rosnąć . podobnie PKB wzrosnąć , budżet wzrosnąć 2x waszych czas .",neutral
i robić PiS taniec trumna smoleński tańczyć trumnie JP2,neutral
"dobry . nie , zacząć się , nawet , tłumaczyć dalszego postępowanie PiS .",neutral
"niech wygrać prawda . jeśli sprawa wygrać pan Sakiewicz być wiedzieć , sąd całkowicie upartyjnić partia PiS",neutral
nie . . . to PO oblać sos gorliwy wiara . Blizej PiS PO .,negative
w kolacja PIS rozliczać PIS . wierzyć . sprzedawajcie kawałek …,positive
tylko pójść PiS być ? i stać pogodzić miłość EU wykazać szkoda unia wyrządzać .,neutral
czyli PiS doprowadzić wielki # Kaczastrof,neutral
"może zajmnieć siebie , odpierdol . dlaczego zapisać być JP ll PiS ?",negative
"mieszkaniec zostać zbyt późno poinformować skażyć woda ? wyjaśnień domagać radny PiS , złożyć wniosek zwołanie nadzwyczajny sesja rada miejski .",neutral
przeciwko Polska swołocz z . Pis . to komuch wybrać polacy.Nie.gorsi od.was .,negative
"tak cisza PiS wyskakiwać marsz . . . wszystko polityczny , kobieto zjazd gadać stary komuch",negative
"PiS wygrać , Polak chcieć powrót "" zielony wyspa Tusk "" .",neutral
"a PiS , rządzić większość parlamentarny ? nie 431 mandat ? co plecieć Adi ? i jaki rewolucyjny zmiana piszesz ?",negative
"program PiS 2014 rok : "" wiele działanie nastawić zdecydowany skrócyć czas trwać postępowanie sądowy "" . realizacja : czas trwać postępowanie sądowy wydużyć 2,9 miesiąc . Piszę",neutral
kochać PiS,positive
"jasny , PiS słynie prawdomówność uczciwość . oczywiście .",positive
", , głęboko wierzący '' - odnosić wrażenie , taki człowiek należeć ostentacyjnie przedstawiać swój pogląd . on zrozumieć , chcieć wiara wspólny wiara Bóg . to wyznawca pis , faryzeusz zachowanie zgodny linia partia",neutral
to broneć wystawić PiS ktoś progresywny ? o chodzić . w Warszawa wystawiać talib PiS zrozumieć .,negative
"no ogólny obraz sytuacja słuszny , propozycja KO widzieć próba rozwiązywać problem . PIS 7 rok "" rozwiązywać "" problem rzucać człowiek gotówka ( na koszt zadłużenie napędzać inflacja ) , skrót bardzo prymitywny szkodliwy",negative
"że ośmieszać ? Mnie g . . . obchodzić PiS PO , in . wyrachowany polityczny kreatura żyć pieniądzo publiczny . ale głos wyborca uważać wiążący , istota demokracja . a ty demokracja wycierać wiadomo co , jawnie olewać reguła .",negative
"ten Pereira twardy charakter czyścić berło Kaczyński , PiS paść , przepluczy usta paść kroczy Tusk ? ?",negative
Pis rządzić najwyższa inflacja najdroższe państwo 30 rok .,neutral
"oddać głos Trzaskowski wybór zło . mniejszego , zły . i płakać , czuć się …",negative
"jak odwracać kot ogon . . ? prosić bardzo ! pan dobrze ! szczujnia rządowy media , przejąć pis opłacać portfel Polak ! ! !",negative
"polski uczelnie wysoki zazwyczaj ogon ranking raczej źle . czemu młody chcieć studiować granica , łącznie dziecko funkcjonariusz PiS przyjaciel znajomy królik ? jak wyjść UE koszt studia znacznie , wysoki . czy młody wiedzieć ?",negative
Kaczyński duży psychopata nienawidzoncy Polske Polak kochać siebie swój sekte PiS Ukraińców któż niszczyć Polske,negative
"Zaryzykuję stwierdzić , że "" zdewastowanie "" być robioć pokaz środowisko PiS pokazać , że bronić PiS robić . wybory tuż róg grać cały . oczywiście trup cel . . .",negative
PiS katować !,negative
"miasto Łódź rządzić PO nakupować autobus elektryczny . polski grupa Energetyczna PiS podłączyć ładowarka , PO Łódź mieć sukces . mnożą trudność techniczny . dobrze rozumieć ?",neutral
Polscy katolik popierać żydowski partia PIS .,neutral
"o , prosić . a Siemianowicach śląski cztery rok premier uprzejmy wyznać , robotniczy myśl socj …",neutral
w ogół uzależnienie gospodarczy Niemcy osiem rok rząd PiS wielki początek kadencja . generalnie dygnitarz PiS lubić formułować antyniemiecka kampania zza firanka luksusowy niemiecki limuzyna . co oddawać realia polski polityka,neutral
